GBEHU2E07D26LN,False,Firmicutes,Clostridia,Halanaerobiales,Halobacteroidaceae,Unclassified,Unclassified
GBEHU2E07D29JB,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GBEHU2E07D3CHV,False,Firmicutes,Clostridia,Halanaerobiales,Halobacteroidaceae,Unclassified,Unclassified
GBEHU2E07D4Y50,False,Firmicutes,Clostridia,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E07D53UL,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GBEHU2E07D5RLY,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GBEHU2E07D6DC1,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GBEHU2E07D6QDN,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GBEHU2E07D70Y0,False,Firmicutes,Clostridia,Halanaerobiales,Halobacteroidaceae,Unclassified,Unclassified
GBEHU2E07D734K,False,Firmicutes,Clostridia,Halanaerobiales,Halobacteroidaceae,Unclassified,Unclassified
GBEHU2E07D7I0U,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GBEHU2E07D7UID,False,Firmicutes,Clostridia,Halanaerobiales,Halobacteroidaceae,Unclassified,Unclassified
GBEHU2E07D8D4Y,False,Firmicutes,Clostridia,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E07D8KRJ,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GBEHU2E07D95MA,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GBEHU2E07D9CLF,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GBEHU2E07EAHG5,False,Firmicutes,Clostridia,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E07EAKUV,False,Firmicutes,Clostridia,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E07EALGQ,False,Firmicutes,Clostridia,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E07EB6LV,False,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Unclassified,Unclassified
GBEHU2E07EBAN9,False,Firmicutes,Clostridia,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E07EBDDQ,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GBEHU2E07EBJP6,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GBEHU2E07EC4DP,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GBEHU2E07ECNEX,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GBEHU2E07EDDLK,False,Firmicutes,Clostridia,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E07EDEW0,False,Firmicutes,Clostridia,Halanaerobiales,Halobacteroidaceae,Unclassified,Unclassified
GBEHU2E07EDHIB,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GBEHU2E07EDPXZ,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GBEHU2E07EDQ8B,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GBEHU2E07EE0LZ,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Unclassified,Unclassified
GBEHU2E07EE54H,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GBEHU2E07EEGIJ,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GBEHU2E07EEZP0,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GBEHU2E08E0APE,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GBEHU2E08E0I7M,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GBEHU2E08E0O8H,False,Firmicutes,Clostridia,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E08E0PQ0,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GBEHU2E08EO06M,False,Firmicutes,Clostridia,Halanaerobiales,Halobacteroidaceae,Unclassified,Unclassified
GBEHU2E08EO42H,False,Firmicutes,Clostridia,Halanaerobiales,Halobacteroidaceae,Unclassified,Unclassified
GBEHU2E08EO4LL,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GBEHU2E08EO7YS,False,Firmicutes,Clostridia,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E08EOF0S,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GBEHU2E08EOP07,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GBEHU2E08EOYSU,False,Firmicutes,Clostridia,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E08EP4FW,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GBEHU2E08EP663,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GBEHU2E08EPBHI,False,Firmicutes,Clostridia,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E08EPG0V,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GBEHU2E08EPSJG,False,Firmicutes,Clostridia,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E08EPUE2,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Unclassified,Unclassified
GBEHU2E08EQV2V,False,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Peptococcus,Peptococcus_niger
GBEHU2E08EQZYA,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GBEHU2E08ER40A,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Gottschalkia,Unclassified
GBEHU2E08ER5ZR,False,Firmicutes,Clostridia,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E08ERZG2,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Unclassified,Unclassified
GBEHU2E08ES260,False,Firmicutes,Clostridia,Unclassified,Unclassified,Unclassified,Unclassified
GBEHU2E08ES7L1,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GBEHU2E08ES9FY,False,Firmicutes,Clostridia,Unclassified,Unclassified,Unclassified,Unclassified
